0.629482072;0.129649309;0.607843137;0.078502702;0.076505276;0.038313854;0.078934386;0.316319775;0.429897196
0.659362550;0.339001063;0.666666667;0.076815606;0.092023588;0.052327700;0.070876501;0.215521165;0.082475949
0.617529880;0.164718385;1.000000000;0.058020298;0.066573557;0.034614199;0.066107548;0.271079020;0.434639445
0.643426295;0.127523911;0.607843137;0.041122974;0.056486654;0.060035315;0.056898536;0.166673563;0.295670946
0.600597610;0.164718385;0.607843137;0.014788454;0.029484792;0.017461252;0.030258181;0.105805437;0.484536146
0.534860558;0.541976621;0.313725490;0.099301437;0.140751086;0.032428039;0.074329880;0.175866540;0.358557284
0.614541833;0.165781084;0.137254902;0.029366021;0.041278709;0.012107963;0.038480513;0.305044068;0.445154865
0.351593625;0.541976621;0.372549020;0.088915250;0.097610180;0.042097592;0.098174642;0.151039296;0.384124189
0.659362550;0.162592986;0.627450980;0.026967181;0.040347610;0.023851565;0.044071699;0.121356947;0.215258906
0.257968127;0.498405951;0.294117647;0.112613681;0.110800745;0.062697946;0.115605986;0.339436697;0.451340407
0.312749004;0.558979809;0.843137255;0.007855542;0.011018001;0.004400348;0.011840158;0.115770817;0.218145492
0.235059761;0.502656748;0.313725490;0.040200343;0.041278709;0.021637378;0.042591679;0.376953421;0.542267867
0.250000000;0.502656748;0.313725490;0.073625939;0.074643079;0.053280641;0.083045552;0.311630184;0.486185624
0.814741036;0.105207226;0.235294118;0.045103466;0.079298572;0.055354690;0.072520967;0.112329485;0.089898598
0.138446215;0.624867163;0.960784314;0.066640306;0.081160770;0.026261947;0.059200789;0.168108026;0.222475371
0.726095618;0.015940489;0.156862745;0.013681297;0.017070143;0.013677513;0.017924683;0.319347319;0.296701869
0.250000000;0.503719447;0.333333333;0.072413339;0.098075729;0.049777180;0.092090117;0.236210535;0.311547169
0.646414343;0.142401700;0.372549020;0.104784500;0.083643700;0.052776143;0.088801184;0.419608005;0.530309153
0.304780876;0.609989373;0.196078431;0.040912086;0.040192427;0.022141876;0.038151620;0.297057972;0.292165806
0.672310757;0.092454835;0.549019608;0.057756689;0.060211049;0.025757448;0.063476402;0.279147874;0.606597499
0.698207171;0.069075452;0.431372549;0.093422960;0.085661080;0.042882368;0.085018911;0.329381664;0.431959043
0.236055777;0.509032944;0.568627451;0.098589693;0.098075729;0.048151574;0.103601381;0.388884291;0.592576938
0.597609562;0.161530287;0.921568627;0.093554765;0.128026071;0.044788251;0.135832922;0.188135336;0.793813221
0.277888446;0.742826780;0.215686275;0.045630684;0.065176909;0.052075451;0.068080908;0.074288631;0.103506790
0.627490040;0.157279490;0.588235294;0.001001713;0.001086282;0.000616609;0.000986680;0.112074316;0.742267042
0.182270916;0.571732200;0.901960784;0.020851456;0.025139665;0.009277166;0.024666996;0.369029393;0.624329384
0.238047809;0.554729012;0.137254902;0.101832081;0.071694600;0.043302783;0.070876501;0.634736073;0.845565585
0.727091633;0.045696068;0.313725490;0.261209964;0.222687772;0.133411811;0.232363098;0.350912401;0.369691259
0.715139442;0.021253985;0.725490196;0.133175168;0.181098696;0.066229435;0.181220194;0.168432160;0.565772925
0.589641434;0.172157279;0.647058824;0.069065507;0.072315332;0.034474060;0.078112153;0.244651798;0.751957724
0.523904382;0.412327311;0.313725490;0.023065770;0.033829919;0.026990667;0.035684920;0.103453745;0.077321331
0.534860558;0.301806589;0.529411765;0.030815869;0.046244569;0.033352953;0.044729485;0.025103102;0.070929604
0.206175299;0.562167906;1.000000000;0.081876895;0.126008690;0.045404860;0.125637231;0.151708252;0.230722760
0.718127490;0.017003188;0.921568627;0.013391327;0.027777778;0.015191009;0.021542509;0.089716004;0.147424134
0.466135458;0.452709883;0.156862745;0.097798866;0.078677840;0.045657109;0.077783259;0.380070620;0.305361627
