"";"pred";"obs"
"1";0,141503423452377;0,061032738
"2";0,362532585859299;0,268454563
"3";0,249768048524857;0,501649478
"4";0,323626071214676;0,289691589
"5";0,66553407907486;0,52577309
"6";0,155015379190445;0,084331611
"7";0,34059339761734;0,305567812
"8";0,386291593313217;0,395876718
"9";0,301642835140228;0,42701061
"10";0,499109268188477;0,413196234
"11";0,300861120223999;0,181032243
"12";0,38010910153389;0,387629329
"13";0,330333948135376;0,281238016
"14";0,283469319343567;0,258351512
"15";0,188104018568993;0,106393376
"16";0,529624104499817;0,458556872
"17";0,370157808065414;0,496907229
"18";0,665819942951202;0,575875976
"19";0,258668541908264;0,360825316
"20";0,474010676145554;0,391753024
"21";0,488448292016983;0,488453656
"22";0,1551703363657;0,153403491
"23";0,405306398868561;0,273196812
"24";0,523898601531982;0,411752941
"25";0,209733620285988;0,329897609
"26";0,22289814054966;0,216083645
"27";0,258579850196838;0,127218032
"28";0,112763248383999;0,183918829
"29";0,381115078926086;0,452577515
"30";0,283275663852692;0,292165806
"31";0,582833111286163;0,672782793
"32";0,424515664577484;0,248454646
"33";0,290986180305481;0,290928697
"34";0,339947551488876;0,242887658
"35";0,22528001666069;0,320619296
"36";0,196794539690018;0,123712892
"37";0,187522366642952;0,146599395
"38";0,296268284320831;0,284536971
"39";0,384444534778595;0,466804261
"40";0,598105251789093;0,999997938
"41";0,251450479030609;0,162887988
"42";0,523908793926239;0,410103463
"43";0,305016279220581;0,269485487
"44";0,585181891918182;0,448660006
"45";0,415186315774918;0,690720863
"46";0,545611917972565;0,624535569
"47";0,336573988199234;0,238351594
"48";0,241137221455574;0,268454563
"49";0,150853261351585;0,189485817
"50";0,356604307889938;0,273609181
"51";0,349892526865005;0,368660335
"52";0,534763932228088;0,562680154
"53";0,405870258808136;0,479175344
"54";0,367413341999054;0,315052309
"55";0,192832708358765;0,210516658
"56";0,680180251598358;0,819792496
"57";0,166100397706032;0,104331529
"58";0,265197962522507;0,27092878
"59";0,178001269698143;0,250722677
"60";0,347586423158646;0,244743321
"61";0,323791116476059;0,277114321
"62";0,647288501262665;0,559587383
"63";0,450323969125748;0,434639445
"64";0,947920560836792;1
"65";0,517077744007111;0,317938895
"66";0,43032044172287;0,456495025
"67";0,557558655738831;0,539175096
"68";0,334130376577377;0,342062507
"69";0,965254724025726;1
"70";0,38393497467041;0,275671028
"71";0,28752326965332;0,295464761
"72";0,33842721581459;0,304124519
"73";0,438875436782837;0,434227075
"74";0,164985820651054;0,175259071
"75";0,166313305497169;0,069486311
"76";0,601605355739594;0,472577433
"77";0,551125347614288;0,67484464
"78";0,296799778938293;0,211547581
"79";0,337604939937592;0,322474959
"80";0,262509196996689;0,218764046
"81";0,604226469993591;0,616081996
"82";0,181119322776794;0,25257834
"83";0,41624990105629;0,342268692
"84";0,322619944810867;0,322268774
"85";0,50339937210083;0,39422724
"86";0,295617252588272;0,220619709
"87";0,515989065170288;0,486597993
"88";0,368696957826614;0,367217042
"89";0,189515963196754;0,154640599
"90";0,209406122565269;0,524742166
"91";0,273485898971558;0,230104206
"92";0,533810138702393;0,476701127
"93";0,241945952177048;0,206392963
"94";0,153802573680878;0,274846289
"95";0,811114251613617;0,88247265
"96";0,205509051680565;0,184743568
"97";0,602931141853333;0,614432518
"98";0,452099114656448;0,617112919
"99";0,581000328063965;0,522267949
"100";0,270343720912933;0,25257834
"101";0,591080963611603;0,647215888
"102";0,212236568331718;0,121238675
"103";0,30836808681488;0,238763964
"104";0,825031638145447;0,578350192
"105";0,510892450809479;0,444742496
"106";0,753426253795624;0,702267207
"107";0,173081040382385;0,07381619
"108";0,609048426151276;0,702267207
"109";0,118137031793594;0,097939802
"110";0,386341750621796;0,2962895
"111";0,367887914180756;0,44886619
"112";0,464254677295685;0,299382271
"113";0,350288599729538;0,232166053
"114";0,96270090341568;1
"115";0,440106511116028;0,362268609
"116";0,396049737930298;0,27092878
"117";0,343336790800095;0,2814442
"118";0,374000787734985;0,278351429
"119";0,335477232933044;0,360412947
"120";0,506264507770538;0,522886504
"121";0,598938643932343;0,642886009
"122";0,227891013026237;0,272165888
"123";0,921100199222565;1
"124";0,577380478382111;0,64948392
"125";0,152156889438629;0,191341479
"126";0,682981431484222;0,476082573
"127";0,221630245447159;0,22680525
"128";0,503602683544159;0,585979027
"129";0,625787317752838;0,568040957
"130";0,234557881951332;0,156290077
"131";0,268198043107986;0,408866355
"132";0,503689885139465;0,499793815
"133";0,143152609467506;0,284743156
"134";0,207125514745712;0,166599313
"135";0,458173513412476;0,352577928
"136";0,618560373783112;1
"137";0,18719057738781;0,109279962
"138";0,322389990091324;0,269691671
"139";0,560487806797028;1
"140";0,166171669960022;0,094847032
"141";0,156319975852966;0,136702529
"142";0,387453943490982;0,270104041
"143";0,411207914352417;0,475876388
"144";0,262312144041061;0,243918582
"145";0,170639544725418;0,221650632
"146";0,144191205501556;0,101238758
"147";0,308452159166336;0,191547664
"148";0,772198140621185;0,748452584
"149";0,35066145658493;0,389278807
"150";0,227764844894409;0,173609593
"151";0,171964928507805;0,08866149
"152";0,588528215885162;0,687421908
"153";0,836532890796661;0,948451759
"154";0,172736659646034;0,111754178
"155";0,260791629552841;0,224331034
"156";0,399521857500076;0,258970066
"157";0,170142501592636;0,089486229
"158";0,548478543758392;0,595875893
"159";0,357137382030487;0,422680731
"160";0,848452389240265;0,865977872
"161";0,449422150850296;0,348454233
"162";0,203301981091499;0,053610088
"163";0,212720349431038;0,130723172
"164";0,458840131759644;0,462680566
"165";0,455822646617889;0,387423145
"166";0,164897933602333;0,143712809
"167";0,174102485179901;0,082475949
"168";0,463951528072357;0,675050825
"169";0,515223026275635;0,492164981
"170";0,743084907531738;0,595051154
"171";0,625491797924042;0,656288015
"172";0,498327791690826;0,483505223
"173";0,305641561746597;0,218764046
"174";0,231009796261787;0,172784854
"175";0,225497215986252;0,25257834
"176";0,246382534503937;0,174434332
"177";0,696885168552399;0,661236449
"178";0,289031386375427;0,382887081
"179";0,655581414699554;0,534226663
"180";0,201167777180672;0,175877625
"181";0,646790206432343;0,574845052
"182";0,178415864706039;0,341856322
"183";0,549994230270386;0,36927889
"184";0,602799594402313;0,556288428
"185";0,682558178901672;0,89690558
"186";0,329150259494781;0,484536146
"187";0,419457048177719;0,471752694
"188";0,477845400571823;0,388247884
"189";0,321271002292633;0,167836421
"190";0,187509998679161;0,261238098
"191";0,988996922969818;1
"192";0,335015028715134;0,273815366
"193";0,191875547170639;0,10350679
"194";0,40540137887001;0,486597993
"195";0,570036232471466;0,527216383
"196";0,54330986738205;0,529484414
"197";0,304145514965057;0,223506295
"198";0,419381111860275;0,461031089
"199";0,145831659436226;0,104125344
"200";0,313012450933456;0,030929769
"201";0,693560719490051;0,432989967
"202";0,353188306093216;0,343918169
"203";0,651898920536041;0,528247306
"204";0,437669992446899;0,082475949
"205";0,130889266729355;0,092785184
"206";0,201869606971741;0,153815861
"207";0,519812107086182;0,400412782
"208";0,757644414901733;0,688659016
"209";0,435630917549133;0,311959538
"210";0,470167368650436;0,407216877
"211";0,160231456160545;0,100001649
"212";0,318165987730026;0,210104288
"213";0,345154672861099;0,191753848
"214";0,400103449821472;0,37278403
"215";0,198385059833527;0,049074024
"216";0,586075723171234;0,378144832
"217";0,4434914290905;0,355670698
"218";0,159608066082001;0,060620369
"219";0,43029847741127;0,505979357
