"";"pred";"obs"
"1";0,0574910305440426;0,061032738
"2";0,391191124916077;0,268454563
"3";0,254252642393112;0,501649478
"4";0,367177098989487;0,289691589
"5";0,590053856372833;0,52577309
"6";0,164326876401901;0,084331611
"7";0,334012925624847;0,305567812
"8";0,348603814840317;0,395876718
"9";0,35539174079895;0,42701061
"10";0,454197019338608;0,413196234
"11";0,253180772066116;0,181032243
"12";0,43045511841774;0,387629329
"13";0,265342772006989;0,281238016
"14";0,284559309482574;0,258351512
"15";0,182002633810043;0,106393376
"16";0,557279467582703;0,458556872
"17";0,384247809648514;0,496907229
"18";0,692681729793549;0,575875976
"19";0,296247780323029;0,360825316
"20";0,593362331390381;0,391753024
"21";0,491473972797394;0,488453656
"22";0,12151500582695;0,153403491
"23";0,401081144809723;0,273196812
"24";0,538254797458649;0,411752941
"25";0,38895383477211;0,329897609
"26";0,190196111798286;0,216083645
"27";0,175998628139496;0,127218032
"28";0,0959749817848206;0,183918829
"29";0,36614990234375;0,452577515
"30";0,275312840938568;0,292165806
"31";0,65703684091568;0,672782793
"32";0,415146231651306;0,248454646
"33";0,296290278434753;0,290928697
"34";0,409119576215744;0,242887658
"35";0,218708977103233;0,320619296
"36";0,117051161825657;0,123712892
"37";0,15324330329895;0,146599395
"38";0,247904315590858;0,284536971
"39";0,384405374526978;0,466804261
"40";0,619809567928314;0,999997938
"41";0,2820885181427;0,162887988
"42";0,434962034225464;0,410103463
"43";0,295677065849304;0,269485487
"44";0,582738637924194;0,448660006
"45";0,531928181648254;0,690720863
"46";0,620105683803558;0,624535569
"47";0,307589650154114;0,238351594
"48";0,185585662722588;0,268454563
"49";0,264357656240463;0,189485817
"50";0,342010378837585;0,273609181
"51";0,418629080057144;0,368660335
"52";0,552914142608643;0,562680154
"53";0,367432534694672;0,479175344
"54";0,278820693492889;0,315052309
"55";0,251429975032806;0,210516658
"56";0,684694528579712;0,819792496
"57";0,114057466387749;0,104331529
"58";0,257745206356049;0,27092878
"59";0,355152130126953;0,250722677
"60";0,419071197509766;0,244743321
"61";0,385127007961273;0,277114321
"62";0,665562510490417;0,559587383
"63";0,456850945949554;0,434639445
"64";0,972372710704803;1
"65";0,49531951546669;0,317938895
"66";0,487012028694153;0,456495025
"67";0,602932035923004;0,539175096
"68";0,345273584127426;0,342062507
"69";0,976426124572754;1
"70";0,363741248846054;0,275671028
"71";0,276271402835846;0,295464761
"72";0,338066548109055;0,304124519
"73";0,37119796872139;0,434227075
"74";0,135441526770592;0,175259071
"75";0,0872413292527199;0,069486311
"76";0,646763205528259;0,472577433
"77";0,639283537864685;0,67484464
"78";0,298398017883301;0,211547581
"79";0,365966409444809;0,322474959
"80";0,304147273302078;0,218764046
"81";0,67230212688446;0,616081996
"82";0,207670733332634;0,25257834
"83";0,408050835132599;0,342268692
"84";0,339439570903778;0,322268774
"85";0,537559628486633;0,39422724
"86";0,285594820976257;0,220619709
"87";0,582233846187592;0,486597993
"88";0,458207279443741;0,367217042
"89";0,131185576319695;0,154640599
"90";0,237027540802956;0,524742166
"91";0,249357894062996;0,230104206
"92";0,495195955038071;0,476701127
"93";0,232280999422073;0,206392963
"94";0,201816886663437;0,274846289
"95";0,871087372303009;0,88247265
"96";0,190318539738655;0,184743568
"97";0,63031142950058;0,614432518
"98";0,505896925926208;0,617112919
"99";0,600367605686188;0,522267949
"100";0,327466130256653;0,25257834
"101";0,587741434574127;0,647215888
"102";0,183587446808815;0,121238675
"103";0,305319100618362;0,238763964
"104";0,857924699783325;0,578350192
"105";0,464430809020996;0,444742496
"106";0,796150863170624;0,702267207
"107";0,0963529869914055;0,07381619
"108";0,66893595457077;0,702267207
"109";0,17476125061512;0,097939802
"110";0,405547469854355;0,2962895
"111";0,438944131135941;0,44886619
"112";0,411818772554398;0,299382271
"113";0,296303123235703;0,232166053
"114";0,982206165790558;1
"115";0,412325203418732;0,362268609
"116";0,381016224622726;0,27092878
"117";0,387568771839142;0,2814442
"118";0,412592738866806;0,278351429
"119";0,399151086807251;0,360412947
"120";0,518500208854675;0,522886504
"121";0,463394105434418;0,642886009
"122";0,358771950006485;0,272165888
